C,C/K,D,S,S/K,k,r,sigma,t
53.21,0.04913,0.024,1123.15,1.03693,1083.15,0.0278,0.25613,0.0653
0.12,0.00013,0.021,842.44,0.93351,902.44,0.0196,0.09507,0.1053
39.58,0.03546,0.022,1156.21,1.03584,1116.21,0.0197,0.03348,0.1244
57.29,0.04766,0.032,1142.08,0.95009,1202.08,0.017,0.25419,0.5581
17.27,0.0206,0.024,838.15,1.0,838.15,0.0191,0.10782,0.2454
0.0,0.0,0.025,1073.29,0.91477,1173.29,0.0179,0.05473,0.1288
24.88,0.02862,0.029,849.25,0.97699,869.25,0.0263,0.09401,1.2537
0.01,1e-05,0.022,935.37,0.90342,1035.37,0.0241,0.05035,0.3889
1.06,0.00115,0.024,838.36,0.91289,918.36,0.0191,0.21551,0.0678
41.22,0.03571,0.03,1194.23,1.03466,1154.23,0.0209,0.07335,0.2181
99.89,0.12471,0.034,900.98,1.12485,800.98,0.0242,0.25296,0.0583
8.46,0.00747,0.034,1132.43,1.0,1132.43,0.0176,0.03602,2.3094
99.66,0.09125,0.023,1192.13,1.09156,1092.13,0.022,0.06183,0.0997
0.08,8e-05,0.029,905.17,0.9188,985.17,0.0213,0.08355,0.1757
38.24,0.03729,0.031,1065.48,1.03901,1025.48,0.0127,0.05191,0.0908
0.0,0.0,0.02,859.18,0.89574,959.18,0.0166,0.01642,0.0914
79.46,0.09184,0.024,945.22,1.09246,865.22,0.0171,0.0414,0.0685
7.16,0.00833,0.026,819.04,0.95344,859.04,0.0295,0.03508,2.8098
79.89,0.10393,0.034,848.67,1.10408,768.67,0.0219,0.15895,0.1989
0.03,3e-05,0.032,807.17,0.88977,907.17,0.0241,0.06295,0.4582
90.72,0.09123,0.027,1034.37,1.04023,994.3699999999999,0.0275,0.25591,0.4569
43.65,0.0561,0.024,818.03,1.05141,778.03,0.0297,0.10805,0.205
0.02,2e-05,0.027,1022.81,0.91094,1122.81,0.0107,0.07245,0.2171
78.3,0.0951,0.022,903.38,1.09716,823.38,0.0172,0.07026,0.3228
26.36,0.02751,0.026,898.28,0.93739,958.28,0.0109,0.28813,0.2394
106.49,0.11553,0.026,1021.72,1.10849,921.72,0.0151,0.18389,0.3709
58.64,0.06949,0.032,903.91,1.0711,843.91,0.0177,0.01958,0.0973
29.03,0.03301,0.021,899.37,1.02274,879.37,0.0188,0.06677,0.6086
15.33,0.01229,0.028,1167.57,0.93588,1247.57,0.0148,0.12055,0.6808
6.03,0.00731,0.034,804.64,0.97575,824.64,0.0207,0.07249,0.426
32.02,0.03935,0.027,813.65,1.0,813.65,0.0155,0.16183,0.4258
22.62,0.01809,0.023,1170.23,0.93601,1250.23,0.0255,0.17305,0.4063
7.88,0.00905,0.021,870.48,1.0,870.48,0.0114,0.07719,0.0955
41.15,0.03794,0.032,1124.56,1.03688,1084.56,0.0285,0.04834,0.6332
0.0,0.0,0.022,1062.15,0.91395,1162.15,0.0145,0.05197,0.0891
24.01,0.02331,0.024,1049.88,1.01942,1029.88,0.0279,0.09312,0.0818
6.86,0.00659,0.031,1000.37,0.96155,1040.37,0.0185,0.11196,0.234
56.59,0.05026,0.025,1185.88,1.05329,1125.88,0.0206,0.04096,0.9051
72.87,0.09123,0.021,858.78,1.07511,798.78,0.0155,0.11698,1.1483
39.34,0.0465,0.027,866.02,1.02364,846.02,0.0268,0.07476,1.3728
23.96,0.02423,0.03,968.92,0.97978,988.92,0.0185,0.0793,1.893
21.65,0.01971,0.021,1098.51,1.0,1098.51,0.0283,0.13999,0.1198
82.58,0.0924,0.023,973.69,1.08952,893.69,0.0153,0.18616,0.1477
31.33,0.02883,0.035,1106.81,1.0184,1086.81,0.0151,0.11168,0.2252
82.89,0.08148,0.021,1097.35,1.07864,1017.3499999999999,0.0231,0.1116,0.2743
2.09,0.00183,0.026,1082.72,0.94749,1142.72,0.0157,0.14339,0.0856
25.84,0.02759,0.033,936.49,1.0,936.49,0.0225,0.25593,0.0755
39.83,0.03441,0.029,1157.63,1.0,1157.63,0.0265,0.23453,0.1377
78.94,0.08534,0.028,1004.99,1.08649,924.99,0.0255,0.03667,0.2343
75.22,0.09719,0.034,853.95,1.10337,773.95,0.0252,0.08341,1.5837
0.0,0.0,0.035,966.28,0.90622,1066.28,0.0198,0.05266,0.055
0.97,0.00095,0.034,943.45,0.92183,1023.45,0.026,0.086,0.3438
80.43,0.07555,0.024,1144.58,1.07515,1064.58,0.0296,0.09178,0.0941
39.81,0.04284,0.031,969.3,1.04304,929.3,0.0268,0.06667,0.1542
0.44,0.00041,0.023,1001.98,0.9435,1061.98,0.0148,0.07057,0.2149
39.21,0.0378,0.03,1077.42,1.03856,1037.42,0.0212,0.06328,0.133
10.4,0.00928,0.032,1120.28,1.0,1120.28,0.0162,0.04805,0.4194
58.87,0.05393,0.031,1151.56,1.05497,1091.56,0.0159,0.08224,0.0638
4.75,0.00498,0.027,894.18,0.93712,954.18,0.0268,0.19682,0.1055
0.0,0.0,0.023,906.2,0.91888,986.2,0.022,0.05849,0.0836
56.55,0.06027,0.022,998.25,1.06395,938.25,0.0152,0.01927,0.4517
3.19,0.00289,0.031,1083.92,0.98188,1103.92,0.0156,0.08278,0.0872
1.68,0.0018,0.023,871.39,0.93558,931.39,0.0287,0.06118,0.5836
81.03,0.0746,0.029,1166.13,1.07366,1086.13,0.0133,0.15169,0.1499
18.97,0.02221,0.033,874.24,1.02341,854.24,0.0224,0.04018,0.2331
76.48,0.07097,0.03,1137.63,1.05568,1077.63,0.0226,0.10836,1.0265
40.92,0.04738,0.025,903.59,1.04632,863.59,0.0275,0.07784,0.1494
22.25,0.02086,0.031,1026.77,0.9625,1066.77,0.0208,0.16744,0.337
80.99,0.09691,0.027,915.72,1.09573,835.72,0.0222,0.21581,0.0771
29.72,0.0331,0.029,897.86,1.0,897.86,0.0123,0.16206,0.3072
0.0,0.0,0.027,1132.21,0.94967,1192.21,0.0262,0.01785,0.1268
100.27,0.11461,0.026,974.87,1.1143,874.87,0.0167,0.11796,0.8085
25.75,0.02671,0.021,984.16,1.02074,964.16,0.0235,0.06314,0.2827
69.52,0.06982,0.029,1055.76,1.06026,995.76,0.0132,0.16212,0.2895
24.57,0.02719,0.028,923.68,1.02213,903.68,0.0156,0.0649,0.4978
129.59,0.12449,0.025,1140.94,1.09607,1040.94,0.0102,0.19871,0.9021
57.57,0.05643,0.024,1080.16,1.05881,1020.1600000000001,0.0161,0.03243,0.2571
4.52,0.00484,0.034,894.37,0.95719,934.37,0.0129,0.08068,0.4812
87.25,0.1162,0.023,830.85,1.10655,750.85,0.0203,0.11803,1.0822
96.71,0.09038,0.026,1169.99,1.09346,1069.99,0.0152,0.03217,0.2337
9.82,0.01101,0.031,811.69,0.91028,891.69,0.0157,0.20058,0.3121
77.51,0.0913,0.024,928.93,1.09424,848.93,0.0185,0.07356,0.5717
6.98,0.00848,0.025,823.13,1.0,823.13,0.0248,0.04193,0.2616
104.53,0.1022,0.024,1122.81,1.09777,1022.81,0.0277,0.10765,0.4861
31.72,0.02844,0.034,1135.32,1.01793,1115.32,0.0215,0.07612,0.5699
6.53,0.00626,0.035,963.09,0.9233,1043.0900000000001,0.0189,0.32421,0.0608
17.26,0.01506,0.023,1046.11,0.91275,1146.11,0.0106,0.48023,0.0643
67.61,0.06049,0.022,1137.68,1.01789,1117.68,0.0166,0.13306,1.0771
95.57,0.11083,0.021,962.34,1.11596,862.34,0.0144,0.05586,0.5845
59.05,0.06652,0.023,947.66,1.06759,887.66,0.0135,0.05361,0.0971
42.1,0.04233,0.022,1034.54,1.04022,994.54,0.0162,0.07092,0.3591
14.0,0.0115,0.023,1197.05,0.98357,1217.05,0.013,0.11787,0.1706
0.01,1e-05,0.025,872.71,0.91603,952.71,0.0113,0.08879,0.1097
99.86,0.10258,0.028,1073.53,1.10272,973.53,0.0289,0.05135,0.0724
127.38,0.11953,0.022,985.65,0.92493,1065.65,0.02,0.46318,0.7897
39.82,0.03921,0.022,1055.54,1.03939,1015.54,0.021,0.01616,0.0933
79.25,0.07081,0.027,1199.23,1.07148,1119.23,0.0254,0.06414,0.3588
0.58,0.00052,0.029,1066.37,0.96385,1106.37,0.0188,0.03151,0.7139
71.79,0.07388,0.03,1031.76,1.06174,971.76,0.0119,0.19376,0.2418
0.0,0.0,0.033,915.27,0.9015,1015.27,0.0116,0.03625,0.381
99.36,0.09621,0.023,1132.74,1.09683,1032.74,0.0162,0.06747,0.0684
1.5,0.00141,0.021,1004.1,0.94361,1064.1,0.0161,0.11284,0.1344
0.0,0.0,0.027,1031.3,0.98098,1051.3,0.0142,0.02386,0.0773
67.79,0.07545,0.031,978.45,1.08904,898.45,0.0218,0.039,1.2396
35.15,0.04472,0.034,825.99,1.05089,785.99,0.0209,0.03889,0.4584
17.84,0.01873,0.033,872.46,0.91601,952.46,0.0246,0.10472,1.9793
123.39,0.12722,0.031,1069.9,1.1031,969.9000000000001,0.0189,0.24625,0.4533
0.19,0.0002,0.032,917.24,0.95821,957.24,0.0238,0.06192,0.1274
100.56,0.09451,0.032,1163.99,1.09399,1063.99,0.0175,0.20262,0.0914
7.41,0.00639,0.028,1138.92,0.98274,1158.92,0.0201,0.14017,0.0588
0.81,0.00069,0.034,1081.04,0.91533,1181.04,0.0163,0.10934,0.2186
99.03,0.14145,0.023,800.1,1.14284,700.1,0.0118,0.16134,0.3018
39.4,0.0371,0.027,1101.97,1.03767,1061.97,0.0226,0.03022,0.1039
160.01,0.16386,0.024,1056.5,1.08193,976.5,0.0159,0.68023,0.1819
4.97,0.00473,0.024,1051.2,1.0,1051.2,0.0116,0.05108,0.0631
121.26,0.12765,0.024,989.97,1.04211,949.97,0.0139,0.41067,0.4255
0.24,0.00022,0.028,1061.74,0.98151,1081.74,0.0261,0.04154,0.0733
8.76,0.01035,0.029,846.78,1.0,846.78,0.0261,0.05211,0.2707
78.6,0.10122,0.029,856.51,1.10303,776.51,0.0207,0.06873,0.1608
9.57,0.00794,0.031,1125.67,0.93365,1205.67,0.0205,0.16558,0.2349
0.0,0.0,0.021,1100.59,0.91671,1200.59,0.0298,0.05939,0.1544
0.0,0.0,0.033,1161.63,0.95089,1221.63,0.0199,0.05408,0.0674
86.34,0.10458,0.032,925.62,1.12112,825.62,0.0105,0.08212,0.7922
14.04,0.01254,0.033,1079.69,0.96428,1119.69,0.014,0.09558,0.6971
40.07,0.042,0.031,994.0,1.04193,954.0,0.0136,0.11298,0.0744
98.54,0.10195,0.031,1066.54,1.10346,966.54,0.0216,0.07224,0.12
96.95,0.13174,0.028,835.94,1.13588,735.94,0.013,0.01847,0.2214
21.58,0.02049,0.022,1073.19,1.01899,1053.19,0.0188,0.07311,0.0701
3.24,0.00343,0.025,924.67,0.97883,944.67,0.0203,0.07949,0.1246
74.34,0.08848,0.031,900.18,1.07141,840.18,0.0269,0.17306,0.4289
99.26,0.13311,0.025,845.68,1.13411,745.68,0.0126,0.18351,0.0679
22.15,0.02305,0.028,921.15,0.95838,961.15,0.0284,0.11415,0.8456
32.48,0.02795,0.025,1101.97,0.94836,1161.97,0.0182,0.2357,0.3044
73.54,0.08277,0.035,968.5,1.09004,888.5,0.0152,0.07439,0.3472
0.0,0.0,0.026,1023.34,0.92749,1103.3400000000001,0.0262,0.07233,0.0621
0.13,0.00013,0.023,919.09,0.93872,979.09,0.0189,0.04866,0.363
76.4,0.08301,0.02,1000.33,1.08693,920.33,0.0109,0.05951,0.3811
1.46,0.00144,0.032,936.04,0.92126,1016.04,0.0199,0.04204,3.0416
0.0,0.0,0.026,1079.11,0.93098,1159.11,0.0182,0.02612,0.2076
5.95,0.00548,0.027,1086.75,1.0,1086.75,0.0295,0.03825,0.1224
8.44,0.00716,0.025,1159.16,0.98304,1179.16,0.0285,0.12094,0.0851
21.09,0.02092,0.028,1028.34,1.01983,1008.3399999999999,0.0283,0.05033,0.1182
78.73,0.10229,0.027,849.65,1.10394,769.65,0.0147,0.13071,0.1387
13.56,0.01252,0.034,1083.04,1.0,1083.04,0.0164,0.07114,0.2759
8.35,0.00785,0.023,1063.22,1.0,1063.22,0.0103,0.06042,0.1293
0.0,0.0,0.034,895.31,0.91797,975.31,0.0213,0.0732,0.1162
22.06,0.02439,0.032,904.31,1.0,904.31,0.0104,0.13256,0.2671
125.11,0.11158,0.028,1161.27,1.03567,1121.27,0.0186,0.2252,1.2694
0.62,0.00066,0.028,853.75,0.91432,933.75,0.0151,0.08442,0.3777
70.61,0.08058,0.022,916.27,1.04565,876.27,0.019,0.30308,0.2019
7.81,0.00762,0.024,1024.85,1.0,1024.85,0.019,0.06098,0.1055
16.56,0.01609,0.022,989.29,0.96114,1029.29,0.0184,0.12919,0.4133
41.59,0.0484,0.026,899.34,1.04655,859.34,0.0152,0.07234,0.7548
98.37,0.09768,0.03,1107.07,1.0993,1007.0699999999999,0.0194,0.01814,0.1198
11.99,0.01186,0.032,1010.7,1.0,1010.7,0.0243,0.04699,0.5692
29.31,0.03067,0.025,975.64,1.02093,955.64,0.0246,0.10924,0.1774
0.74,0.0006,0.02,1134.63,0.919,1234.63,0.0135,0.11717,0.1599
2.46,0.00201,0.032,1144.34,0.93466,1224.34,0.0168,0.16412,0.097
0.03,3e-05,0.025,811.96,0.93119,871.96,0.0282,0.09321,0.0812
10.25,0.01137,0.031,901.45,1.0,901.45,0.0228,0.08577,0.1208
8.94,0.00855,0.024,1026.1,0.98088,1046.1,0.0176,0.06895,0.4056
15.31,0.01278,0.032,1177.66,0.9833,1197.66,0.0241,0.04919,1.7734
78.87,0.07797,0.026,1091.51,1.07909,1011.51,0.0121,0.08176,0.0703
14.42,0.01602,0.031,820.17,0.91113,900.17,0.0149,0.12727,1.2549
0.0,0.0,0.025,836.68,0.89324,936.68,0.0119,0.04373,0.0701
67.3,0.07143,0.031,1002.15,1.06368,942.15,0.0241,0.19957,0.1399
0.0,0.0,0.033,1175.18,0.92158,1275.18,0.0269,0.08123,0.093
60.5,0.07661,0.032,829.69,1.05065,789.69,0.0263,0.13703,0.8895
31.18,0.02717,0.028,1107.46,0.96514,1147.46,0.0142,0.18913,0.3599
91.68,0.0779,0.024,1136.92,0.96601,1176.92,0.0134,0.45218,0.2928
18.58,0.02306,0.033,825.67,1.02482,805.67,0.0101,0.01641,0.0744
0.0,0.0,0.027,1128.05,0.93378,1208.05,0.0104,0.02765,0.2113
43.48,0.0379,0.025,1167.16,1.01743,1147.16,0.01,0.07774,10.7069
24.29,0.02107,0.032,1112.6,0.9653,1152.6,0.0164,0.12994,0.603
48.03,0.04455,0.021,1118.12,1.0371,1078.12,0.0116,0.17294,0.0977
27.68,0.03469,0.025,817.92,1.02507,797.92,0.0298,0.04931,0.762
2.53,0.00238,0.033,1042.66,0.98118,1062.66,0.0202,0.0868,0.0689
40.02,0.039,0.026,1066.21,1.03898,1026.21,0.0272,0.04374,0.0838
0.0,0.0,0.032,877.52,0.8977,977.52,0.0136,0.06434,0.1933
38.71,0.04355,0.027,928.86,1.045,888.86,0.0174,0.02621,0.1347
21.45,0.02279,0.035,961.25,1.02125,941.25,0.0136,0.07488,0.1524
4.11,0.00348,0.021,1121.01,0.9492,1181.01,0.0256,0.12063,0.1611
0.0,0.0,0.023,1038.28,0.91215,1138.28,0.017,0.08463,0.1001
66.09,0.05659,0.028,1127.97,0.96575,1167.97,0.0147,0.19092,1.1536
60.14,0.07086,0.021,908.66,1.0707,848.66,0.0231,0.03664,0.275
7.68,0.00633,0.023,1192.76,0.98351,1212.76,0.0194,0.04994,0.4739
32.54,0.03053,0.034,1085.78,1.01877,1065.78,0.0125,0.10757,0.3158
57.63,0.06396,0.033,961.02,1.06659,901.02,0.0123,0.06533,0.1162
2.29,0.00204,0.02,1064.97,0.94667,1124.97,0.011,0.03375,3.0686
16.81,0.01954,0.026,860.38,1.0,860.38,0.0162,0.13205,0.1489
16.67,0.01604,0.028,939.51,0.9038,1039.51,0.0185,0.12895,1.2202
3.3,0.00354,0.035,911.28,0.97852,931.28,0.0153,0.04036,1.3637
14.3,0.01516,0.022,883.08,0.93638,943.08,0.0258,0.30139,0.1119
21.65,0.02047,0.028,1017.41,0.96217,1057.4099999999999,0.0211,0.0701,2.581
11.19,0.00933,0.02,1179.54,0.98333,1199.54,0.0145,0.18278,0.0517
76.56,0.07777,0.025,1064.42,1.08127,984.4200000000001,0.0109,0.08355,0.2645
0.45,0.00037,0.031,1136.33,0.93423,1216.33,0.0291,0.09228,0.1496
6.04,0.00524,0.023,1052.34,0.91322,1152.34,0.0237,0.15537,0.2769
0.0,0.0,0.034,1038.26,0.92846,1118.26,0.0247,0.05019,0.1351
32.69,0.03285,0.025,895.01,0.8995,995.01,0.0186,0.14395,2.069
3.83,0.00323,0.021,1186.92,1.0,1186.92,0.0141,0.02722,0.1099
3.61,0.003,0.023,1104.91,0.91701,1204.91,0.0264,0.11735,0.3232
33.01,0.03736,0.029,923.59,1.04527,883.59,0.0153,0.03648,0.6429
42.74,0.04409,0.033,989.35,1.02063,969.35,0.0251,0.09146,1.1574
98.72,0.12166,0.028,911.41,1.12324,811.41,0.0168,0.11538,0.109
5.67,0.00599,0.022,946.22,1.0,946.22,0.0234,0.06059,0.0608
83.99,0.07326,0.026,1166.4,1.01745,1146.4,0.0243,0.64799,0.061
17.25,0.01412,0.03,1181.31,0.96725,1221.31,0.0174,0.11346,0.44
40.86,0.04986,0.03,859.54,1.04881,819.54,0.0285,0.0441,1.2551
42.24,0.0495,0.03,893.38,1.04687,853.38,0.0112,0.15991,0.0843
0.46,0.00048,0.024,894.01,0.93711,954.01,0.0158,0.05385,0.4895
21.7,0.02667,0.022,833.64,1.02458,813.64,0.0184,0.08679,0.0875
4.3,0.00345,0.031,1165.24,0.93576,1245.24,0.0107,0.15584,0.1459
0.0,0.0,0.023,975.3,0.92419,1055.3,0.0197,0.0424,0.1687
3.81,0.00404,0.026,962.37,1.02122,942.37,0.0153,0.0213,7.5549
20.5,0.02583,0.021,813.77,1.0252,793.77,0.0198,0.0463,0.1743
78.02,0.09459,0.034,904.83,1.09699,824.83,0.0163,0.03013,0.1146
79.0,0.07278,0.028,1165.46,1.0737,1085.46,0.0265,0.03314,0.2597
7.04,0.00696,0.035,951.11,0.94066,1011.11,0.0151,0.23503,0.0903
113.87,0.10571,0.023,1177.16,1.09284,1077.16,0.0299,0.06991,1.5904
80.48,0.07758,0.02,1117.34,1.07712,1037.34,0.0262,0.05952,0.0995
54.94,0.04788,0.033,1187.55,1.03486,1147.55,0.0231,0.15301,0.2175
129.9,0.11886,0.031,1192.9,1.0915,1092.9,0.0113,0.34887,0.2128
37.22,0.0438,0.034,889.8,1.04707,849.8,0.0135,0.03397,0.1486
1.19,0.00096,0.033,1159.87,0.93548,1239.87,0.015,0.16077,0.07
79.43,0.07239,0.025,1177.29,1.07291,1097.29,0.0197,0.10261,0.1094
19.16,0.01822,0.031,1051.64,1.0,1051.64,0.0118,0.08969,0.3687
38.98,0.04672,0.031,874.34,1.04794,834.34,0.0151,0.07155,0.0738
112.0,0.12833,0.022,812.74,0.93125,872.74,0.0197,0.36383,1.4201
77.12,0.08855,0.028,870.92,1.0,870.92,0.0183,0.65702,0.1167
65.8,0.05506,0.027,1095.1,0.91632,1195.1,0.0185,0.21367,1.4245
0.0,0.0,0.032,1104.28,0.91696,1204.28,0.017,0.09345,0.0541
80.29,0.09613,0.022,915.18,1.09579,835.18,0.0293,0.03241,0.0662
57.34,0.06841,0.031,898.13,1.07159,838.13,0.0159,0.03333,0.184
28.28,0.02803,0.033,1029.02,1.01982,1009.02,0.0115,0.0705,2.7488
98.09,0.13487,0.025,827.27,1.1375,727.27,0.0134,0.09939,0.1765
63.02,0.07463,0.029,884.46,1.04737,844.46,0.0193,0.16401,0.6174
59.75,0.06931,0.023,922.01,1.0696,862.01,0.0207,0.0511,0.0747
7.99,0.00623,0.03,1181.63,0.92197,1281.63,0.0177,0.14708,0.3173
0.03,2e-05,0.029,1148.68,0.93489,1228.68,0.0265,0.06096,0.1636
0.04,5e-05,0.021,806.47,0.93075,866.47,0.0247,0.07206,0.1506
26.18,0.02277,0.022,1169.8,1.01739,1149.8,0.0114,0.05981,0.424
96.88,0.09536,0.029,1115.97,1.09843,1015.97,0.0277,0.03193,0.7512
84.95,0.08207,0.029,1115.06,1.07729,1035.06,0.017,0.28636,0.0612
54.01,0.05854,0.029,902.58,0.97832,922.58,0.0169,0.29382,0.3803
1.9,0.00186,0.021,943.24,0.92182,1023.24,0.0255,0.13371,0.1781
39.87,0.0454,0.023,918.19,1.04555,878.19,0.0218,0.06229,0.0779
40.32,0.03408,0.022,1183.07,1.0,1183.07,0.0287,0.08638,0.8563
37.67,0.03819,0.031,886.39,0.89862,986.39,0.0149,0.32277,0.4472
77.82,0.07612,0.028,1102.33,1.07825,1022.3299999999999,0.0268,0.04661,0.8964
0.0,0.0,0.033,863.46,0.89621,963.46,0.0178,0.07906,0.0617
72.34,0.07063,0.021,1084.15,1.05859,1024.15,0.0298,0.03385,1.5496
0.01,1e-05,0.028,952.06,0.94071,1012.06,0.0279,0.0598,0.1134
3.42,0.00288,0.023,1106.46,0.93257,1186.46,0.0192,0.17968,0.1006
0.63,0.00056,0.032,1100.88,0.98216,1120.88,0.0194,0.03009,0.2579
4.87,0.00464,0.022,1008.7,0.96186,1048.7,0.0249,0.08092,0.2982
23.28,0.02728,0.025,873.42,1.02344,853.42,0.0171,0.06566,0.304
59.8,0.079,0.026,816.95,1.07927,756.95,0.0253,0.04198,0.0965
8.45,0.00884,0.027,895.75,0.93722,955.75,0.0289,0.08235,0.909
100.21,0.09956,0.021,1106.57,1.09935,1006.5699999999999,0.0241,0.06283,0.2079
67.34,0.06225,0.023,1121.79,1.03698,1081.79,0.0159,0.09484,1.7934
40.88,0.04898,0.031,874.68,1.04792,834.68,0.0239,0.109,0.1197
0.0,0.0,0.032,1157.89,0.9205,1257.89,0.0103,0.06945,0.1288
17.55,0.01398,0.032,1175.78,0.93629,1255.78,0.0114,0.23299,0.1859
40.54,0.0398,0.023,1058.56,1.03927,1018.56,0.0177,0.09819,0.0766
54.51,0.06088,0.025,955.44,1.06701,895.44,0.0221,0.03628,2.3703
0.0,0.0,0.027,986.43,0.90796,1086.4299999999998,0.0253,0.03739,0.1425
1.49,0.00174,0.025,833.93,0.97658,853.93,0.0277,0.0531,0.18
81.12,0.11115,0.034,809.85,1.10961,729.85,0.0184,0.22179,0.1305
0.34,0.00031,0.032,1023.74,0.92752,1103.74,0.0284,0.10945,0.1192
97.03,0.09169,0.033,1158.19,1.0945,1058.19,0.0229,0.09332,0.2644
78.72,0.09068,0.033,948.13,1.09215,868.13,0.0193,0.08375,0.0881
56.99,0.05561,0.029,1084.85,1.05855,1024.85,0.016,0.06377,0.2384
42.75,0.03803,0.03,1164.13,1.03558,1124.13,0.0187,0.0838,0.2582
0.94,0.00084,0.034,1037.63,0.92842,1117.63,0.0178,0.08241,0.3261
36.97,0.02906,0.032,1192.35,0.93712,1272.35,0.0193,0.16219,0.906
82.7,0.07281,0.031,1195.89,1.05282,1135.89,0.024,0.26547,0.1517
110.4,0.13977,0.034,849.87,1.07596,789.87,0.0209,0.31525,0.6562
75.57,0.08188,0.02,902.97,0.97833,922.97,0.0287,0.44265,0.2772
25.41,0.02993,0.024,848.99,1.0,848.99,0.0229,0.24587,0.0939
0.0,0.0,0.023,893.89,0.95717,933.89,0.0231,0.03714,0.0971
15.51,0.01369,0.032,1072.67,0.94703,1132.67,0.0163,0.11919,0.6459
0.4,0.00048,0.024,811.85,0.97596,831.85,0.0208,0.02951,0.326
0.12,0.00011,0.031,1055.21,0.9462,1115.21,0.023,0.07443,0.1134
18.78,0.02279,0.03,844.2,1.02427,824.2,0.0105,0.02175,0.073
0.05,4e-05,0.032,1074.27,0.9471,1134.27,0.0198,0.09678,0.0523
39.77,0.03746,0.033,1101.64,1.03768,1061.64,0.0157,0.0784,0.2356
0.0,0.0,0.032,1028.63,0.9114,1128.63,0.0237,0.04689,0.0763
0.08,7e-05,0.028,1089.93,0.93162,1169.93,0.0282,0.05663,0.2599
88.06,0.08736,0.025,1068.04,1.05952,1008.04,0.0292,0.14165,0.7942
81.39,0.07898,0.031,1090.5,1.05822,1030.5,0.0116,0.36361,0.0931
1.72,0.00194,0.025,824.92,0.9322,884.92,0.0214,0.07168,0.5373
9.44,0.00901,0.026,1007.72,0.96182,1047.72,0.0292,0.09248,0.4046
100.3,0.11532,0.021,969.74,1.11498,869.74,0.0268,0.03212,0.1017
7.63,0.00647,0.024,1159.28,0.98304,1179.28,0.0257,0.05209,0.4043
0.0,0.0,0.027,884.44,0.89842,984.44,0.0123,0.03826,0.0577
98.09,0.11054,0.033,987.41,1.11269,887.41,0.0109,0.15855,0.0949
76.04,0.074,0.031,1067.56,1.03893,1027.56,0.0141,0.41851,0.099
82.67,0.09488,0.029,931.27,1.06886,871.27,0.0257,0.23621,0.3235
65.04,0.05565,0.025,1168.65,1.0,1168.65,0.019,0.20487,0.5003
39.31,0.04535,0.025,906.9,1.04614,866.9,0.0147,0.06159,0.7508
31.54,0.03335,0.027,945.64,1.0,945.64,0.0245,0.12375,0.4851
0.0,0.0,0.034,879.34,0.89789,979.34,0.0179,0.05307,0.2122
0.33,0.00028,0.022,1072.73,0.91473,1172.73,0.0189,0.11542,0.1398
0.0,0.0,0.025,1158.29,0.95075,1218.29,0.0204,0.0276,0.072
31.83,0.03266,0.027,994.65,1.02052,974.65,0.0236,0.14452,0.1331
56.69,0.06455,0.034,918.23,1.04555,878.23,0.0253,0.16281,0.3766
43.22,0.0454,0.035,931.95,0.97899,951.95,0.0191,0.2781,0.2751
0.0,0.0,0.028,1078.64,0.93095,1158.64,0.0233,0.04198,0.2654
6.91,0.00621,0.031,1113.44,1.0,1113.44,0.0231,0.05954,0.0752
101.16,0.12317,0.021,921.3,1.12176,821.3,0.0298,0.03575,0.2284
32.42,0.03039,0.031,1026.73,0.9625,1066.73,0.0297,0.13172,0.8701
4.36,0.00448,0.024,953.69,0.97946,973.69,0.0205,0.10499,0.0862
10.05,0.01066,0.025,902.45,0.95756,942.45,0.0296,0.09677,0.4796
79.68,0.10665,0.025,827.1,1.10708,747.1,0.0161,0.12196,0.4369
98.79,0.11338,0.023,971.32,1.11477,871.32,0.0168,0.08196,0.1576
31.08,0.0359,0.034,885.74,1.0231,865.74,0.0181,0.22173,0.068
0.83,0.00072,0.028,1095.24,0.94806,1155.24,0.0208,0.13295,0.0626
5.74,0.00493,0.026,1064.01,0.91409,1164.01,0.016,0.11898,0.4842
67.11,0.06827,0.022,1022.97,1.04069,982.97,0.0219,0.05723,5.5154
55.73,0.04919,0.032,1192.91,1.05296,1132.91,0.0107,0.04178,0.1648
20.78,0.01944,0.03,1089.15,1.01871,1069.15,0.0189,0.0724,0.0583
55.81,0.06175,0.021,903.82,1.0,903.82,0.0114,0.21274,0.5903
1.55,0.00172,0.024,859.13,0.95551,899.13,0.0239,0.04597,0.6187
92.97,0.10596,0.026,957.44,1.09117,877.44,0.0288,0.15419,0.5447
0.0,0.0,0.034,829.87,0.89246,929.87,0.0126,0.05966,0.277
13.89,0.01262,0.033,1060.79,0.96366,1100.79,0.0129,0.11459,0.4503
7.96,0.00723,0.02,1061.48,0.96369,1101.48,0.0161,0.21078,0.0619
14.72,0.012,0.022,1186.94,0.9674,1226.94,0.0262,0.10601,0.3498
77.06,0.10498,0.034,814.06,1.10898,734.06,0.0156,0.04297,0.1818
17.18,0.01428,0.033,1143.27,0.95014,1203.27,0.024,0.21694,0.1626
0.3,0.00027,0.027,1005.46,0.90954,1105.46,0.0298,0.07205,0.3833
35.73,0.03234,0.028,1144.8,1.03621,1104.8,0.0111,0.03833,0.2365
5.39,0.0065,0.03,829.31,1.0,829.31,0.023,0.04922,0.1254
